Year,Make,Model,Seller,Location,VIN,Mileage,BodyStyle,Engine,Drivetrain,Transmission,ExteriorColor,InteriorColor,TitleStatus,SellerType,Price,Reserve,Horsepower,Torque
2002,Mazda,MX-5 Miata,tventas,"Highland Beach, FL 33487",JM1NB353X20227557,"30,500",Convertible,1.8L I4,Rear-wheel drive,Manual (6-speed),Titanium Gray,Saddle Brown,Clean (FL),Private Party,"$8,600",Has reserve,"[('142', '')]",125 
2001,Mazda,MX-5 Miata,tangent,"Edmonds, WA 98026",JM1NB353710209256,"104,200",Convertible,1.8L I4,Rear-wheel drive,Manual (6-speed),British Racing Green,Tan,Clean (WA),Private Party,"$7,300",No reserve,"[('142', '')]",['125']
2000,Mazda,MX-5 Miata,schellingrs,"Westfield, IN 46074",JM1NB3539Y0141729,"67,400",Convertible,1.8L I4,Rear-wheel drive,Manual (5-Speed),Twilight Blue Pearl,Tan,Clean (IN),Private Party,"$6,500",No reserve,"[('142', '')]",['125']
2002,Mazda,MX-5 Miata,db520,"Windermere, FL 34786",JM1NB353020233609,"83,600",Convertible,1.8L I4,Rear-wheel drive,Manual (5-Speed),Classic Red,Tan,Clean (FL),Private Party,"$6,500",No reserve,"[('142', '')]",['125']
1995,Acura,Integra,CellarDoor,"Monterey, CA 93940",JH4DB7565SS016119,"134,000",Sedan,1.8L I4,Front-wheel drive,Manual (5-Speed),Black,Black,Clean (CA),Private Party,"$6,500",No reserve,"[('142', '')]",['127']
1983,Porsche,944,PorscheCollector,"Mukwonago, WI 53149",WP0AA0944DN465199,"52,300",Coupe,2.5L I4,Rear-wheel drive,Manual (5-speed),Montego Black Metallic,Black,Clean (WI),Private Party,"$7,944",Has reserve,"[('143', '')]",['137']
1983,Ford,Bronco,ryanmrichardson,"Goodlettsville, TN 37072",1FMEU15F3DLA14164,"79,800",SUV/Crossover,5.0L V8,4WD/AWD,Automatic (3-Speed),Walnut and Desert Tan,Tan Houndstooth,Clean (TN),Private Party,"$7,000",Has reserve,"[('143', '')]",['255']
1987,Mercedes-Benz,300D,SethB3,"Springtown, TX 76082",WDBEB33D0HA311965,"198,100",Sedan,3.0L Turbodiesel I6,Rear-wheel drive,Automatic (4-speed),Diamond Blue,Blue,Clean (TX),Private Party,"$2,500",No reserve,"[('143', '')]",['196']
1990,Jeep,Grand Wagoneer,wrfinney,"Baltimore, MD 21210",1J4GS587XLP500051,"78,400",Truck,5.9L V8,4WD/AWD,Automatic (3-Speed),Baltic Blue,Sand,Clean (MD),Private Party,"$27,500",Has reserve,"[('144', '')]",['280']
1989,Merkur,Scorpio,itwontstopsnowin,"Fairview, PA 16415",WF1BT81VXKE797252,"19,300",Sedan,2.9L V6,Rear-wheel drive,Automatic (4-speed),Tuscany Gold,Spice Brown,Clean (PA),Dealer,"$12,500",No reserve,"[('144', '')]",['162']
1988,Nissan,Pickup,adventuremotorcars,"Birmingham, AL 35233",JN6HD11Y7JW001028,"262,900",Truck,3.0L V6,4WD/AWD,Manual (5-Speed),White,Gray,Clean (AL),Dealer,"$10,388",Has reserve,"[('145', '')]",['164']
1988,Mazda,RX-7,jaywis,"Ottawa, ON, Canada",JM1FC3318J0631958,"37,900",Coupe,1.3L Rotary,Rear-wheel drive,Manual (5-Speed),Burgundy,Gray,Clean (ON),Private Party,"$7,400",Has reserve,"[('146', '')]",['138']
1986,Mazda,RX-7,smb127,"Peoria, IL 61615",JM1FC3314G0144880,"64,300",Coupe,1.3L Rotary,Rear-wheel drive,Manual (5-Speed),Red,Black,Clean (IL),Private Party,"$4,350",No reserve,"[('146', '')]",['138']
1987,Porsche,944,amustangguy,"Kalamazoo, MI 49009",WP0AB0947HN475275,"110,000",Coupe,2.5L I4,Rear-wheel drive,Manual (5-speed),Silver,Burgundy,Clean (MI),Private Party,"$7,100",Has reserve,"[('147', '')]",['140']
1991,Chrysler,New Yorker,Samantha,"Ames, IA 50010",1C3XC66R5MD260797,"90,600",Sedan,3.3L V6,Front-wheel drive,Automatic (4-speed),Maroon,Maroon,Clean (IA),Private Party,"$2,100",Has reserve,"[('147', '')]",['183']
1990,Toyota,4Runner,DesertToyotas,"El Paso, TX 79936",JT3VN39W1L0000050,"12,800",SUV/Crossover,3.0L V6,4WD/AWD,Automatic (4-Speed),Cardinal Red,Gray ,Clean (TX),Private Party,"$10,350",Has reserve,"[('150', '')]",['180']
1989,Toyota,Pickup,REDWAGON,"Winston, OR 97496",JT4VN13D9K0008466,"144,000",Truck,3.0L V6,4WD/AWD,Manual (5-Speed),Jaguar Caesium Blue,Blue,Clean (OR),Dealer,"$9,250",Has reserve,"[('150', '')]",['180']
1987,Porsche,924,Autolink,"Dubuque, IA 52002",WP0AA0927HN456596,"153,300",Coupe,2.5L I4,Rear-wheel drive,Manual (5-Speed),Zermatt Silver,Beige,Clean (IA),Dealer,"$6,100",No reserve,"[('150', '')]",['142']
2000,Toyota,4Runner,mattsal,"Orange, CA 92869",JT3GM84R2Y0068116,"116,800",SUV/Crossover,2.7L I4,Rear-wheel drive,Automatic (4-Speed),Desert Dune Mica,Oak,Clean (CA),Private Party,"$5,700",Has reserve,"[('150', '')]",['177']
1993,Mercedes-Benz,300SD,nissandiesel1,"Pembroke Pines, FL 33029",WDBGB34E9PA090736,"185,100",Sedan,3.5L Turbodiesel I6,Rear-wheel drive,Automatic (4-speed),Black,Tan,Clean (FL),Private Party,"$5,700",No reserve,"[('150', '')]",['229']
1989,Lincoln,Town Car,ThePhotographersGarage,"Martinez, CA 94553",1LNBM81F3KY715272,"167,500",Sedan,5.0L V8,Rear-wheel drive,Automatic (4-speed),Silver,Blue,Clean (CA),Private Party,"$5,000",No reserve,"[('150', '')]",['270']
1988,Porsche,924,Turbodan,"Toronto, Ontario, CA",WP0AA0928JN451719,"56,400",Coupe,2.5L I4,Rear-wheel drive,Manual (5-speed),Guards Red,Black,Clean (ON),Private Party,"$4,700",Has reserve,"[('150', '')]",['142']
1988,Mercury,Grand Marquis,pkingston,"Dallas, TX 75206",2MEBM75F1JX638097,"91,838",Sedan,5.0L V8,Rear-wheel drive,Automatic (4-speed),Black,Burgundy,Clean (TX),Private Party,"$3,400",No reserve,"[('150', '')]",['270']
1989,Toyota,Land Cruiser,matt060356,"Medford, OR 97501",JT3FJ62G2K1112126,"154,500",SUV/Crossover,4.0L I6,4WD/AWD,Automatic (4-Speed),White,Grey,Clean (OR),Private Party,"$22,000",Has reserve,"[('155', '')]",['220']
2016,Mazda,MX-5 Miata,VBAutosports,"Vero Beach, FL 32960",JM1NDAD79G0118369,"28,300",Convertible,2.0L I4,Rear-wheel drive,Manual (6-Speed),Jet Black Mica,Black,Clean (FL),Dealer,"$18,250",Has reserve,"[('155', '')]",['148']
2017,Mazda,MX-5 Miata,realkiran,"Pittsburgh, PA 15201",JM1NDAL77H0105185,"45,000",Coupe,2.0L I-4,Rear-wheel drive,Manual (6-Speed),Arctic White,Black,Clean,Private Party,"$17,800",Has reserve,"[('155', '')]",['148']
2016,Mazda,MX-5 Miata,jungk704,"Raleigh, NC 27604", JM1NDAC77G0105539,"49,000",Convertible,2.0L I4,Rear-wheel drive,Manual (6-Speed),Soul Red Metallic,Black,Clean (NC),Private Party,"$16,500",No reserve,"[('155', '')]",['148']
2016,Mazda,MX-5 Miata,Lowrred,"Boynton Beach, FL 33470",JM1NDAD78G0117455,"44,100",Convertible,2.0L i4,Rear-wheel drive,Manual (6-speed),Ceramic Metallic,Black,Clean (FL),Private Party (Lien on title),"$13,200",Has reserve,"[('155', '')]",['148']
2016,Mazda,MX-5 Miata,saadkhan925,"Oakland, CA 94612",JM1NDAC73G0119180,"20,000",Convertible,2.0L I4,Rear-wheel drive,Manual (6-speed),Meteor Gray,Black,Clean (CA),Private Party,"$12,600",Has reserve,"[('155', '')]",['148']
1988,Mercury,Cougar,Willie,"Orlando, FL 32801",1MEBM62F8JH626964,"45,200",Coupe,5.0L V8,Rear-wheel drive,Automatic (4-speed),Medium Scarlet Red,Scarlet Red,Clean (FL),Private Party,"$6,600",No reserve,"[('155', '')]",['265']
1985,Mercedes-Benz,380SE,MACMAN,"Cleveland, OH 44144",WDBCA32C8FA191123,"118,700",Sedan,3.8L V8,Rear-wheel drive,Automatic (4-Speed),Blue-Green Metallic,Beige,Clean (OH),Private Party,"$3,300",No reserve,"[('155', '')]",['196']
1982,Mercury,Capri,pleasejustmoveover,"Murrieta, CA 92563",1MEBP67F0CF610174,"34,400",Coupe,5.0L V8,Rear-wheel drive,Manual (4-speed),Bright Red,Red,Clean (CA),Private Party,"$7,500",Has reserve,"[('157', '')]",['240']
1988,Toyota,Camry,EuroasianBob,"Wichita, KS 67219",JT2VV22W5J0004723,"116,300",Wagon,2.5L V6,Front-wheel drive,Automatic (4-speed),Blue,Blue,Clean (KS),Dealer,"$2,700",No reserve,"[('159', '')]",['159']
2000,Porsche,Boxster,pheenomx,"Pinellas Park, FL 33782",WP0CA298XYU623192,"57,100",Convertible,2.7L Flat-6,Rear-wheel drive,Automatic (5-Speed),Barritz White,Black,Clean (FL),Dealer,"$6,785",Has reserve,"[('16', ''), ('217', '')]","['11', '192']"
1989,Honda,CRX,ajg721,"Fairhaven, MA 02719",EF8-1002167,"82,300",Hatchback,1.6L I4,Front-wheel drive,Manual (5-speed),White,Black,Clean (MA),Private Party,"$20,000",Has reserve,"[('160', '')]",['111']
2013,Fiat,500 Abarth,sveauto,"Hayward, CA 94544",3C3CFFFH5DT749126,"31,600",Hatchback,1.6L Turbocharged I4,Front-wheel drive,Manual (5-Speed),Bianco and Blue,Blue/Black,Clean (NM),Dealer,"$9,869",No reserve,"[('160', '')]",['170']
2000,Honda,Civic,Chris02,"Elk Grove, CA 95758",1HGEM1156YL072522,"113,300",Coupe,1.6L I4,Front-wheel drive,Manual (5-Speed),Flamenco Black Pearl,Gray,Clean (CA),Private Party,"$9,000",Has reserve,"[('160', '')]",['111']
1999,Honda,Civic,Mtbikewv,"Fraziers Bottom, WV 25082",1HGEM1153XL054719,"169,100",Coupe,1.6L I4,Front-wheel drive,Manual (5-speed),Milano Red,Gray,Clean (WV),Private Party,"$9,000",No reserve,"[('160', '')]",['111']
2015,Fiat,500 Abarth,megaqa,"Toronto, ON Canada",3C3CFFFH6FT662595,"41,400",Coupe,1.4L Turbocharged I4,Front-wheel drive,Manual (5-speed),Granito Lucente,Nero,Clean (Ontario),Private Party,"$8,000",Has reserve,"[('160', '')]",170 
2013,Fiat,500 Abarth,wilhit10,"Tabb, VA 23693",3C3CFFFH0DT665943,"42,400",Hatchback,1.4L Turbocharged I4,Front-wheel drive,Manual (5-speed),Grigio,Nero,Clean (VA),Private Party,"$7,950",Has reserve,"[('160', '')]",['170']
1994,Ford,Explorer,sellmeanother1975,"Grand Rapids, MI 49512",1FMDU34X5RUD85961,"43,700",SUV/Crossover,4.0L V6,4WD/AWD,Automatic (4-Speed),Cayman Green Metallic,Tan,Clean (MI) ,Dealer,"$7,907",Has reserve,"[('160', '')]",['220']
2013,Fiat,500 Abarth,Johnny6486,"Glenbeulah, WI 53023",3C3CFFJH6DT672290,"44,400",Convertible,1.4L I4,Front-wheel drive,Manual (5-Speed),Rosso,Nero,Clean (WI),Private Party,"$7,400",Has reserve,"[('160', '')]",['170']
2013,Fiat,500 Abarth,jaykaye,"Toronto, Ontario (Canada)",3C3CFFJH9DT693540,"37,300",Convertible,1.4L Turbocharged I4,Front-wheel drive,Manual (5-Speed),Rosso,Nero and Rosso,Clean (ON),Private Party,"$7,100",Has reserve,"[('160', '')]",['170']
1994,Ford,Ranger,CDamlos,"Chicago, IL 60646",1FTCR11X0RPA87696,"54,900 Miles Shown â€” TMU",Truck,4.0L V6,4WD/AWD,Manual (5-Speed),Electric Currant Metallic Red,Gray,Clean (IL),Private Party,"$5,700",No reserve,"[('160', '')]",['220']
1987,Volvo,760,Kevinb421,"Estes Park, CO 80517",YV1GX8753H1012590,"168,900",Wagon,2.3L Turbocharged I4,Rear-wheel drive,Manual (4-speed),Mondrian Wrap,Black,Clean (CO),Private Party,"$5,600",No reserve,"[('160', '')]",['187']
1989,Acura,Legend,Tippey764,"Bethesda, MD 20817",JH4KA4678KC023706,"79,100",Sedan,2.7L V6,Front-wheel drive,Automatic (4-Speed),Seattle Silver,Burgundy,Clean (MD),Private Party,"$5,289",No reserve,"[('160', '')]",['162']
1992,Saab,900T CONVERTIBLE,IMAUTOHAUS,"Falls Church, VA 22046",YS3AL75L1N7005822,"153,100",Convertible,2.0L Turbocharged I4,Front-wheel drive,Manual (5-speed),Eucalyptus Green Metallic,Tan,Clean (VA),Dealer,"$5,050",No reserve,"[('160', '')]",['188']
1989,Acura,Legend,Tippey764,"Bethesda, MD 20817",JH4KA4678KC023706,"78,500",Sedan,2.7L V6,Front-wheel drive,Automatic (4-Speed),Seattle Silver,Burgundy,Clean (MD),Private Party,"$4,800",No reserve,"[('160', '')]",['162']
1990,Acura,Legend,1990AcuraLegendV6LCoupe,"San Diego, CA 92121",JH4KA3266LC007853,"162,900",Coupe,2.7L V6,Front-wheel drive,Automatic (4-Speed),Bahama Gold Metallic,Ivory Leather,Clean (CA),Private Party,"$2,799",No reserve,"[('160', '')]",['162']
1989,Chrysler,TC by Maserati,Ziggy,"Erie, CO 80516",ZC2FP1106KB200263,"88,600",Convertible,2.2L Turbocharged I4,Front-wheel drive,Automatic (3-Speed),Cabernet,Bordeaux,Clean (CO),Private Party,"$2,354",No reserve,"[('160', '')]",['171']
1997,Mitsubishi,3000GT,2G4U,"Worcester, MA 01610",JA3AM44H8VY001436,"154,600",Coupe,3.0L V6,Front-wheel drive,Manual (5-Speed),Caracas Red,Black,Clean (MA),Private Party,"$2,000",No reserve,"[('161', '')]",['185']
1991,Lotus,Elan,JoeyC,"Palm Springs, CA 92264",SCCGA36B6MHF37390,"63,400",Convertible,1.6L Turbocharged I4,Front-wheel drive,Manual (5-Speed),Norfolk Mustard,Black Leather,Clean (CA) ,Private Party,"$12,750",Has reserve,"[('162', '')]",148 
1999,Subaru,Impreza,Flintworks,"Campbell, CA 95008",JF1GM675XXG401652,"171,300",Coupe,2.5L Flat-4,4WD/AWD,Manual (5-Speed),Silverthorn Metallic,Charcoal,Clean (CA),Private Party,"$8,600",No reserve,"[('165', '')]",['167']
1990,Buick,Reatta,Corellian_Corvette,"Woodinville, WA 98072",1G4EC13C2LB904557,"100,100",Coupe,3.8L V6,Front-wheel drive,Automatic (4-Speed),Red,Brown,Clean (WA),Private Party,"$5,000",No reserve,"[('165', '')]",['210']
1986,Mercedes-Benz,190E,41Guy,"San Diego, CA 92130",WDBDA34D6GF178160,"86,900",Sedan,2.3L I4,Rear-wheel drive,Automatic (4-speed),Smoke Silver Metallic,Anthracite,Clean (CA),Private Party,"$25,000",Has reserve,"[('167', '')]",[]
2013,Mazda,MX-5 Miata,Zorafia,"Oak Grove, KY 42262",JM1NC2LF6D0229653,"66,700",Convertible,2.0L I4,Rear-wheel drive,Manual (6-speed),True Red,Black,Clean (KY),Private Party,"$18,200",Has reserve,"[('167', '')]","['140', '203']"
1987,Mercedes-Benz,190E,ChrisL,"Buffalo, NY 14224",WDBDA34D2HF376395,"94,100",Sedan,2.3L I4,Rear-wheel drive,Manual (5-Speed),Black Pearl Metallic,Black,Clean (NY),Private Party,"$17,777",Has reserve,"[('167', '')]",['162']
1986,Mercedes-Benz,190E,robstein_85,"Denver, CO 80205",WDBDA34D1GF229290,"139,600",Sedan,2.3L I4,Rear-wheel drive,Manual (5-Speed),Smoke Silver Metallic,Anthracite,Clean (CO),Private Party,"$11,200",Has reserve,"[('167', '')]",['162']
1990,BMW,325is,Eurotrash008,"Baldwinsville, NY 13027",WBAAA1318LEC67101,"98,500",Sedan,2.5L I6,Rear-wheel drive,Manual (5-Speed),Sterling Silver Metallic,Gray,Clean (NY),Private Party,"$11,200",Has reserve,"[('168', '')]",['164']
1988,BMW,325i,NVRGRWUP,"Waterdown, ON, Canada",WBABB1301J8273551,"108,100",Convertible,2.5L I6,Rear-wheel drive,Manual (5-speed),Vermillion Red,Black,Clean (Canada),Private Party,"$10,100",Has reserve,"[('168', '')]",['164']
1988,BMW,325is,Killabee,"St. George, UT 84770",WBAAA1301J8252374,"181,800",Coupe,2.5L I6,Rear-wheel drive,Manual (5-speed),Vermilion Red,Natur,Clean (UT),Private Party,"$9,201",Has reserve,"[('168', '')]",['164']
1991,BMW,325i,nimanas,"Los Angeles, CA 90405",WBABB231XMEC25800,"83,500",Convertible,2.5L I6,Rear-wheel drive,Manual (5-speed),Cashmere Beige,Tan,Clean (CA),Private Party,"$8,800",Has reserve,"[('168', '')]",['164']
1988,BMW,325i,ErikFB,"Wyckoff, NJ 07481",WBABB2309J8855564,"65,100",Convertible,2.5L I6,Rear-wheel drive,Automatic (4-Speed),Cinnabar Red,Beige,Clean (NJ),Private Party,"$8,401",No reserve,"[('168', '')]",['164']
2006,MINI,Cooper,mtucker,"Richmond, VA 23220",WMWRE33596TL23372,"70,800",Hatchback,1.6L I4,Front-wheel drive,Manual (6-Speed),Hyper Blue Metallic,Black,Clean (VA),Private Party,"$7,500",No reserve,"[('168', '')]",['162']
1987,BMW,325i,a_teoE30,"Boise, ID 83706",WBABB1308H1925083,"237,300 Miles Shown - TMU",Convertible,2.5L I6,Rear-wheel drive,Manual (5-Speed),Vermilion,Black,Clean (ID),Private Party,"$5,000",No reserve,"[('168', '')]",['164']
1992,Mercedes-Benz,300E,itwontstopsnowin,"Fairview, PA 16415",WDBEA26D2NB740703,"77,100",Sedan,2.6L I6,Rear-wheel drive,Automatic (4-Speed),Black Pearl Metallic,Grey,Clean (PA),Dealer,"$4,050",No reserve,"[('168', '')]",['177']
2000,Radical,Prosport,Gingerman,"Chicago, IL 60611",N/A - Race Car,,Convertible,1.3L I4,Rear-wheel drive,Manual (6-speed),Orange,Black,Bill of Sale - Race Car,Private Party,"$9,700",Has reserve,"[('170', ''), ('162', '')]",[]
2014,BMW,i3,RP_Motors,"Saint Louis, MO 63111",WBY1Z2C58EV285908,"21,000",Hatchback,AC synchronous electric motor,Rear-wheel drive,Automatic,Capparis White,Tera Dalbergia,Clean (MO),Dealer,"$12,300",No reserve,"[('170', '')]",['183']
2006,Mazda,MX-5 Miata,mrmitch65,"Folsom, CA 95630",JM1NC25F460105266,"35,400",Convertible,2.0L I4,Rear-wheel drive,Manual (6-Speed),Galaxy Gray,Black,Clean (CA),Private Party,"$11,700",Has reserve,"[('170', '')]",['140']
2016,Volkswagen,Golf Sportwagen,AutoTechnic,"New Milford, CT 06776",3VWA17AU5GM504091,"60,600",Wagon,1.8L Turbocharged I4,Front-wheel drive,Manual (5-Speed),Pure White,Black,Clean (NY),Dealer,"$10,700",Has reserve,"[('170', '')]",['199']
1989,Land Rover,Range Rover,patina_78,"Statesville, NC 28625",SALHV1244KA357570,"59,700",SUV/Crossover,3.9L V8,4WD/AWD,Automatic (4-Speed),White,Tan,Clean (NC) ,Dealer,"$7,500",No reserve,"[('170', '')]",['215']
2001,Audi,A4,itwontstopsnowin,"Fairview, PA 16415",WAUKC68D41A135999,"29,600",Wagon,1.8L I4,4WD/AWD,Automatic (5-Speed),Light Silver,Ecru/Onyx,Clean (PA),Dealer,"$6,600",No reserve,"[('170', '')]",['166']
1987,BMW,325is,Well,"London, ON, Canada",WBAAA1308H2323096,"147,900",Coupe,2.5L I6,Rear-wheel drive,Manual (5-Speed),Bronzit Beige Metallic,Brown,Clean (ON),Private Party,"$6,000",No reserve,"[('170', '')]",['167']
1984,Datsun,300ZX,Junkman,"Akron, OH 44303",JN1HZ14S2EX032508,"92,700",Coupe,3.0L V6,Rear-wheel drive,Manual (5-speed),Blue Frost,Blue and Gray,Clean,Private Party,"$5,900",No reserve,"[('170', '')]",['174']
2003,Ford,Focus SVT,DolomiteID,"Boise, ID 83705",3FAHP395X3R174876,"151,600",Hatchback,2.0L I4,Front-wheel drive,Manual (6-Speed),Silver,Black/Red,Clean (ID),Private Party,"$4,500",No reserve,"[('170', '')]",['145']
2010,MINI,Cooper Clubman,pman_clt,"Charlotte, NC 28269",WMWMM3C59ATP75621,"73,800",Wagon,1.6L Turbocharged I4,Front-wheel drive,Manual (6-Speed),Laser Blue,Gray and Carbon Black,Clean (NC),Private Party,"$6,250",No reserve,"[('172', '')]",['177']
1997,Volkswagen,Jetta,Nintari,"Plymouth, MN 55447",3VWTD81H0VM006807,"54,160",Sedan,2.8L V6,Front-wheel drive,Automatic (4-Speed),Sequoia Green,Light Grey,Clean (WI),Private Party,"$3,450",No reserve,"[('172', '')]",['173']
2016,Polaris,Slingshot,rmyles,"Keizer, OR 97303",57XAAPFA5G5110069,"1,700",Convertible,2.4L I4,Rear-wheel drive,Manual (5-Speed),Black Pearl,Black,Clean (OR),Private Party,"$15,350",Has reserve,"[('173', '')]",['166']
2015,Polaris,Slingshot,Antigeek,"Hauppauge, NY 11788",57XAAPFA2F5105250,"14,100",Convertible,2.4L i4,Rear-wheel drive,Manual (5-speed),Red Pearl,Red and Black,Clean (NY),Private Party,"$13,000",No reserve,"[('173', '')]",['166']
1998,Mercedes-Benz,E300,itwontstopsnowin,"Fairview, PA 16415",WDBJF25F9WA599493,"109,300",Sedan,3.0L Turbodiesel I6,Rear-wheel drive,Automatic (5-Speed),Midnight Blue,Blue,Clean (PA),Dealer,"$9,000",No reserve,"[('174', '')]",['243']
1989,Shelby,CSX,hickmanc,"Tampa, FL 33602",1B3BP94AXKN644835,"92,400",Coupe,2.2L Turbocharged I4,Front-wheel drive,Manual (5-speed),Exotic Red,Gray,Clean (FL),Private Party,"$7,600",Has reserve,"[('175', '')]",['205']
1993,Acura,Vigor,timcope1988,"Chinese Camp, CA 95327",JH4CC2664PC006791,"57,800",Sedan,2.5L I5,Front-wheel drive,Automatic (4-Speed),White,Black,Clean (CA),Private Party,"$10,500",Has reserve,"[('176', '')]",['170']
1989,Jeep,Comanche,Sabonis,"Portland, OR 97223",1J7FT26L2KL524330,"91,600",Truck,4.0L I6,Rear-wheel drive,Manual (5-Speed),White,Gray,Clean (OR),Private Party,"$5,900",No reserve,"[('177', ''), ('121', '')]","['224', '141']"
2006,Pontiac,Solstice,centsible,"Kalispell, MT 59901",1G2MB35B46Y117778,"9,800",Convertible,2.4L I4,Rear-wheel drive,Manual (5-speed),Victory Red,Black,Clean (MT),Dealer,"$9,500",Has reserve,"[('177', '')]",['166']
1986,Mercedes-Benz,300E,MainLineDebonair,"Gladwyne, PA 19035",WDBEA30DXGA195714,"150,200",Sedan,3.0L I6,Rear-wheel drive,Manual (5-Speed),Astral Silver Metallic,Gray,Clean (PA),Private Party,"$8,700",No reserve,"[('177', '')]",['188']
1990,Jeep,Cherokee,sellmeanother1975,"Kentwood, MI 49512",1J4FJ37L5LL222538,"142,800",SUV/Crossover,4.0L I6,4WD/AWD,Automatic (4-speed),White,Burgundy,Clean (MI),Dealer,"$8,000",No reserve,"[('177', '')]",['224']
1992,Mercedes-Benz,300TE,Reoniz,"Montebello, CA 90640",WDBEA90E5NF207523,"180,600",Wagon,3.0L I6,Rear-wheel drive,Automatic (4-speed),Signal Red,Palomino,Clean (CA),Private Party,"$5,926",Has reserve,"[('177', '')]",['188']
1991,Mercedes-Benz,300E,lptoland88,"St. Simons Island, GA 31522",WDBEA30D7MB315345,"189,800",Sedan,3.0L I6,Rear-wheel drive,Automatic (4-speed),Arctic White,Blue,Clean (FL),Dealer,"$3,600",No reserve,"[('177', '')]",['188']
2004,Mazda,Mazdaspeed MX-5,thesabreslicer,"Oakland, CA 94611",JM1NB354340408589,"74,100",Convertible,1.8L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Velocity Red,Black/Red,Clean (CA),Private Party,"$10,169",Has reserve,"[('178', ''), ('200', '')]",['166']
2004,Mazda,Mazdaspeed MX-5,Ooltewah,"Ooltewah, TN 37363",JM1NB354140409465,"57,400",Convertible,1.8L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Titanium Gray Metallic,Black,Clean (TN),Private Party,"$11,500",No reserve,"[('178', '')]",['166']
2004,Mazda,Mazdaspeed MX-5,PeterBcars,"Roswell, GA 30075",JM1NB354740406182,"78,900",Convertible,1.8L I4,Rear-wheel drive,Manual (6-Speed),Titanium Gray,Black,Clean (GA),Private Party,"$10,500",No reserve,"[('178', '')]",['166']
2001,Audi,TT,MagicMike,"Seattle, WA 98117",TRUSX28N811048010,"120,800",Coupe,1.8L I4,Front-wheel drive,Manual (5-Speed),Lake Silver Metallic,Black,Clean (WA),Private Party,"$5,250",No reserve,"[('178', '')]",['173']
1994,Toyota,Mark II,lolgravy,"Valrico, FL 33594",JZX906559338,"41,300",Sedan,2.5L I6,Rear-wheel drive,Automatic (4-speed),Black,Gray,Clean (FL),Private Party,"$4,869",Has reserve,"[('178', '')]",['173']
2014,BMW,328d,vm310,"Santa Monica, CA 90404",WBA3K5C58EKT33440,"62,200",Wagon,2.0L Turbocharged I4,4WD/AWD,Automatic (8-Speed),Black,Black,Clean (CA),Dealer,"$15,000",Has reserve,"[('180', '')]",['280']
1993,Jeep,Wrangler,MotorcarsOfTheMainLine,"King of Prussia, PA 19406",1J4FY69S9PP212790,"25,566",SUV/Crossover,4.0L I6,4WD/AWD,Manual (5-speed manual),White,Gray,Clean (PA),Dealer,"$15,000",Has reserve,"[('180', '')]",220 
1985,Chevrolet,Monte Carlo,85MonteSS,"Cypress, TX 77433",1G1GZ37G5FR101282,"12,700",Coupe,5.0L V8,Rear-wheel drive,Automatic (4-speed),Black,Gray,Clean (TX),Private Party,"$13,750",Has reserve,"[('180', '')]",['224']
2000,Audi,TT,JAtotheB,"Walpole, MA 02081",TRUUC28N8Y1061144,"75,800",Coupe,1.8L I4,4WD/AWD,Manual (5-Speed),Black,Black,Clean (MA),Private Party,"$8,200",No reserve,"[('180', '')]",['173']
